,genename,Sample_46-Belz_merged,Sample_46-HIF1alpha_278_299,Sample_46-HIF2alpha_266_311,Sample_46-WT_207_370,Sample_55-Belz_242_335,Sample_55-HIF1alpha_230_347,Sample_55-HIF2alpha_218_359,Sample_55-WT_254_323,Sample_59-Belz_194_383,Sample_59-HIF1alpha_277_300,Sample_59-HIF2alpha_265_312,Sample_59-WT_206_371,Sample_60-Belz_241_336,Sample_60-HIF1alpha_229_348,Sample_60-HIF2alpha_217_360,Sample_60-WT_253_324,LRS_36_HIF1a_KO_327_250,LRS_36_HIF2a_KO_315_262,LRS_36_NC_303_274,LRS_36_NT_339_238,LRS_38_HIF1a_KO_374_203,LRS_38_NC_350_227,LRS_38_NT_291_286,LRS_42_HIF1a_KO_326_251,LRS_42_HIF2a_KO_314_263,LRS_42_NC_302_275,LRS_42_NT_338_239,LRS_43_HIF1a_KO_373_204,LRS_43_HIF2a_KO_361_216,LRS_43_NC_349_228,LRS_43_NT_290_287,LRS-38_HIF2a_KO_362_215
16310,AL354861.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16311,AL354861.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16312,AL354861.3,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
16313,AL354863.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16314,AL354864.1,0,0,0,0,1,1,0,0,0,2,2,0,1,1,1,0,8,2,3,3,2,6,2,0,1,3,7,0,0,1,0,2
16315,AL354868.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16316,AL354872.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
16317,AL354872.2,0,5,1,0,2,3,0,2,0,3,3,0,0,1,0,3,45,9,7,30,3,5,2,0,4,5,5,6,0,7,6,1
16318,AL354877.1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,0,2,0,0,0,0,0,0,0,0
16319,AL354890.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16320,AL354892.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16321,AL354892.2,1,0,1,1,0,1,1,0,3,1,3,6,0,3,0,3,2.58,4,6,11,2,4,9,1,3,0,5,4,3,5.68,4,4
16322,AL354892.3,46,15,11,18,18,2,6,17,10,12,4,21,14,20,15,13,114,32,37,80,55,46,24,33,29,30,35,24,30,35,53,49
16323,AL354893.1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,4,1,2,3,0,0,0,0,0,0,0,0,0,1,0,1
16324,AL354893.2,1.14,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,1,4.73,0,2,3,0,1,2,0,0,1,0,0,0.69,1
16325,AL354896.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16326,AL354919.1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,1,0,4,3,0
16327,AL354919.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16328,AL354920.1,26,18,9,12.02,21,9,8,15,14,17,8,15,9,20,12,18,381,134,94,279,62,55,47,50,44,67,49,82,32,36,53,57
16329,AL354928.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16330,AL354936.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16331,AL354941.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16332,AL354943.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,1,0,0,0,2,0,0,0,0,2,0,0
16333,AL354949.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16334,AL354950.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16335,AL354950.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0
16336,AL354953.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16337,AL354956.1,4.46,0,1.37,1.48,1.28,1.37,1.26,1.28,0,1.33,1.18,0,1.24,2.9,1.18,0,11.57,7.89,0,9.34,4.4,1.33,4.21,2.66,1.33,2.49,2.65,2.29,3.7,2.48,3.8,0
16338,AL354976.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16339,AL354977.1,3,2,0,0,1,2,4,1,2,0,0,0,4,0,1,1,9,8,6,15,2,3,3,2,9,6,5,2,1,7,2,4
16340,AL354977.2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,1,0,0,1,2,3,0,1,3,2,0
16341,AL354979.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16342,AL354980.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16343,AL354983.1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,2,0,0,0,2,1,0,1,1,2,0,0
16344,AL354984.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16345,AL354984.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16346,AL354984.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16347,AL354989.1,7,3,3,1,4,0,0,0,1,5,0,2,0,2,0,6,3,3,2,4,4,2,1,7,5,2,3,2,7,9,3,3
16348,AL354989.2,1.93,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,4,0,0.67,1,0,1,2,0,0,0,1,1,0.81,0,0,0
16349,AL354993.1,0,0,1,0,0,0,0,0,1,0,0,0,0,2,0,0,27,3,8,7,0,2,1,3,4,0,5,2,2,5,7,6
16350,AL354993.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16351,AL354994.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16352,AL355001.1,1,0,0,4,2,0,0,1,1,0,0,0,0,0,0,2,4,2,3,3,0,1,3,1,0,3,3,1,2,2,0,0
16353,AL355001.2,103,31,36,37,68,33,39,48,45,42,55,36,69,49,56,101,329,114,74,232,89,78,90,75,113,95,91,79,80,126,155,94
16354,AL355032.1,9,1,0,0,0,0,1,0,0,0.99,2,0,3,0,1,3,45.69,16.23,16.08,26.47,6.98,12.06,4.04,5.54,10.13,4,11,11.96,11.64,12.93,19.02,10.22
16355,AL355073.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0
16356,AL355073.2,2,1,1,0,0,0,0,0,1,0,0,0,2,0,1,0,7,1,3,0,1,1,2,3,1,1,3,2,5,7,3,0
16357,AL355075.1,0,0,0,1,0,1,0,2,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16358,AL355075.2,36,12,9.19,13.45,22.17,3,8,14,20.37,8.07,13,11.15,15,12,13,14.12,67.01,28.81,22.12,61.9,34,30.57,32.67,33,35.3,32.11,28.21,26,39,33.9,31,42.71
16359,AL355075.3,11.39,7.41,3.08,5.22,8.22,6.2,4.18,4.08,7.44,3.05,1.07,3.26,4.16,10.46,3.06,11.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16360,AL355075.4,1.63,2.94,0,1.56,4.95,2.94,2.65,2.79,0,1.5,0,1.64,0,1.53,0,0,45.33,5.23,8.02,34.8,2.71,9.51,7.92,1.33,2.54,3.93,2.56,7.48,6.65,5.39,6.55,3.8
16361,AL355075.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16362,AL355076.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16363,AL355076.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0
16364,AL355076.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0
16365,AL355095.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16366,AL355096.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16367,AL355097.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1
16368,AL355102.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16369,AL355102.2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.53,0,0,0,0,0,0,0,0,0,0,0,0
16370,AL355102.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16371,AL355102.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
16372,AL355102.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16373,AL355103.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16374,AL355112.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16375,AL355140.1,0,0,0,0,1.33,2.55,0,0,0,0,1.15,0,0,0,0,0,1.11,0.52,1.83,3.47,0,0,2.68,0,0.15,3.16,0,0,0,0,1.07,3.09
16376,AL355143.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16377,AL355149.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16378,AL355297.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16379,AL355297.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16380,AL355297.3,4,5,0,1,1,1,1,2,2,1,1,0,1,0,0,0,17,6,5,11,6,5,3,5,5,4,6,4,7,21,12,4
16381,AL355297.4,32.41,14.34,12,14.13,10,5,11.25,12,13,10,11,10,7.07,7,12,15,107.17,47.11,29,63.19,38,37.24,48.13,31.24,32,32.12,37.11,43.78,81.17,102.22,101.84,45.11
16382,AL355298.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16383,AL355300.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16384,AL355301.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16385,AL355303.1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,1,1,3,0,0,0,2,0,1,0,0,1,0
16386,AL355304.1,4.02,0,1.01,3,1,4,1,0,2.06,0,1.01,2,0,2.02,1,0,16.1,3.51,8.89,5.56,6.94,5.82,5.83,6.77,6,8,3,14.15,10.92,10.14,9,7
16387,AL355306.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16388,AL355306.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16389,AL355309.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16390,AL355310.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,1.14,0,0,0,0,1.04,0,0,0,0,0,0,0,0,0,0
16391,AL355310.2,48.82,22.34,20.75,14.43,25.44,10.66,13.99,9.05,26.34,17.07,12.62,16.71,19.37,12.42,13.46,24.06,67.24,41.6,35.88,81,34.23,29.97,39.07,28.1,26.34,23.53,27.84,10.47,36.35,47.19,44.88,26.22
16392,AL355310.3,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0.73,0,0,0,0,0,0,0,0,0,0,0.46,0,0,0,0.18,0.12,0
16393,AL355312.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,2,0,2,3,2,0,0,0,0,0,16,2,12,6,0
16394,AL355312.2,7,8,3,10,9,3,2,1,3,3,2,2,8,4,3,10,33,6,10,15,6,8,7,11,9,16,19,25,7,9,9,9
16395,AL355312.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16396,AL355314.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16397,AL355314.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16398,AL355315.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16399,AL355333.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16400,AL355334.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16401,AL355336.1,0,0,0,0,2,0,0,0,0,1,0,3,0,2,0,1,2,5,3,4,2,5,0,2,1,1,0,6,4,4,3,5
16402,AL355338.1,14,13,8,4,9,23,20,8,3,11,8,3,12,9,2,11,80,7,8,39,12,20,7,9,3,19,14,27,8,11,6,2
16403,AL355339.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16404,AL355340.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
16405,AL355353.1,2,0,2,0,0,0,1,0,0,0,1,0,1,1,0,0,18,1,4,6,0,0,1,0,2,1,2,0,0,0,0,1
16406,AL355355.1,9,4,5,1,6,1,2,1,1,2,3,4,5,3,2,4,33,1,0,15,12,14,6,13,7,1,5,3,5,12,7,10
16407,AL355355.2,9,5,2,3,2,1,2,0,3,3,5,0,2,3,4,3,18,10,2,6,10,7,7,9,8,10,6,8,9,6,12,5
16408,AL355357.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16409,AL355365.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
16410,AL355375.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16411,AL355375.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16412,AL355376.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16413,AL355376.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16414,AL355377.1,2,0,0,1,2,1,0,2,0,0,1,0,0,0,0,0,7.54,2,1,3,2,0,1,0,0,0,2,1,0,1.21,0,2
16415,AL355377.2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,2,0,14.46,1,0,2,0,0,0,0,1,3,0,1,0,4.79,3,1
16416,AL355379.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16417,AL355385.1,2.15,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,5,1,2,1.01,2,6,0,0,1,0,2,1.02,1.01,2,3,0
16418,AL355388.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
16419,AL355388.2,135,49,70,64,87,35,55,63,53,73,82,63,82,55,69,99,471,154,154,369,126,125,113,108,133,148,176,138,168,186,224,160
16420,AL355390.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,1,0
16421,AL355390.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16422,AL355432.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
16423,AL355433.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16424,AL355472.1,5.03,5,1,2,9.07,6.05,4,1,3,6,1.02,1.02,3.03,1,2,5,56.14,11.01,6.01,37.04,16,7.01,11,9.01,5.07,6.01,10,12,13,6.01,16.05,9
16425,AL355472.2,27.81,2.21,8,5,4.34,3,3,2.29,5.65,1,1.03,2.01,7.39,2.02,1.53,8.11,313.39,93.53,78.34,177.7,66.9,50.65,69.17,49.49,76.13,64.69,76.51,68.98,100.56,89.69,116.59,77.12
16426,AL355472.3,8,0,2,2,2,1,2,1,8,1,1,2,4,3,4,5,8,3,3,9,7,4,1,6,4,3,8,3,12,9,9,2
16427,AL355472.4,6,3,2,8,3,0,4,2,2,0,6,7,7,1,6,5,18,9,11,25,8,17,12,7,14,8,15,7,14,36,8,8
16428,AL355478.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16429,AL355480.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16430,AL355480.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16431,AL355480.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16432,AL355480.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16433,AL355482.1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0
16434,AL355482.2,0,0,0,0,0,0,4,0,0,0,0,0,5,0,1,2,2,4,0,0,1,0,4,1,5,7,2,1,0,0,2,4
16435,AL355483.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16436,AL355483.2,4,2,1,2,1,0,0,0,0,3,0,0,1,2,0,1,0,0,0,0,1,3,1,0,2,2,1,0,0,0,1,0
16437,AL355483.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
16438,AL355483.4,0,1,0,0,1,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16439,AL355488.1,9.01,5,3,1,5,5.01,3,4.01,4,4,9,2,3,7.01,5,7,69.46,16.17,17.02,18.09,8.25,16,5.53,13.47,13.51,20,10.52,23.42,9,25.6,19.88,6
16440,AL355488.2,153,98,85,71,134,64,81,91,74,73,95,72,67,95,89,114,535,187,173,469,209,246,168,170,229,259,265,194,246,353,417,202
16441,AL355490.1,12.16,0,4,3.05,8.05,2.05,4.04,4,7.2,3.05,3.05,5,4.06,7.05,3.03,5.07,79.72,18.19,3.02,30.21,23.42,17.26,15.08,17.04,15.13,10.07,11.16,20.3,21.3,24.65,25.18,17.04
16442,AL355490.2,0,2.88,0,1.99,2.61,0,0,0,0,0,0,3.96,0,0,1.42,0,0,0,0,4.59,0.88,0,3.91,0,2.52,0,0,8.59,2.47,4,0,3
16443,AL355493.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16444,AL355493.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
16445,AL355493.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16446,AL355497.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16447,AL355497.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16448,AL355500.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16449,AL355512.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0
